,Ticker,Buffet Stars,Volume:,Avg Vol (1m):,Market Cap $:,Enterprise Value $:,Financial Strength,Cash-To-Debt,Cash-To-Debt_ind,Cash-To-Debt_his,Equity-to-Asset,Equity-to-Asset_ind,Equity-to-Asset_his,Debt-to-Equity,Debt-to-Equity_ind,Debt-to-Equity_his,Debt-to-EBITDA,Debt-to-EBITDA_ind,Debt-to-EBITDA_his,Interest Coverage,Interest Coverage_ind,Interest Coverage_his,Piotroski F-Score,Altman Z-Score,Beneish M-Score,ROIC,WACC,roic - wacc,Profitability Rank,Operating Margin %,Operating Margin %_ind,Operating Margin %_his,Net Margin %,Net Margin %_ind,Net Margin %_his,ROE %,ROE %_ind,ROE %_his,ROA %,ROA %_ind,ROA %_his,ROC (Joel Greenblatt) %,ROC (Joel Greenblatt) %_ind,ROC (Joel Greenblatt) %_his,3-Year Revenue Growth Rate,3-Year Revenue Growth Rate_ind,3-Year Revenue Growth Rate_his,3-Year EBITDA Growth Rate,3-Year EBITDA Growth Rate_ind,3-Year EBITDA Growth Rate_his,3-Year EPS without NRI Growth Rate,3-Year EPS without NRI Growth Rate_ind,3-Year EPS without NRI Growth Rate_his,Valuation Rank,PE Ratio,PE Ratio_ind,PE Ratio_his,Forward PE Ratio,Forward PE Ratio_ind,Forward PE Ratio_his,PE Ratio without NRI,PE Ratio without NRI_ind,PE Ratio without NRI_his,Price-to-Owner-Earnings,Price-to-Owner-Earnings_ind,Price-to-Owner-Earnings_his,PB Ratio,PB Ratio_ind,PB Ratio_his,PS Ratio,PS Ratio_ind,PS Ratio_his,Price-to-Free-Cash-Flow,Price-to-Free-Cash-Flow_ind,Price-to-Free-Cash-Flow_his,Price-to-Operating-Cash-Flow,Price-to-Operating-Cash-Flow_ind,Price-to-Operating-Cash-Flow_his,EV-to-EBIT,EV-to-EBIT_ind,EV-to-EBIT_his,EV-to-EBITDA,EV-to-EBITDA_ind,EV-to-EBITDA_his,EV-to-Revenue,EV-to-Revenue_ind,EV-to-Revenue_his,PEG Ratio,PEG Ratio_ind,PEG Ratio_his,Shiller PE Ratio,Shiller PE Ratio_ind,Shiller PE Ratio_his,Current Ratio,Current Ratio_ind,Current Ratio_his,Quick Ratio,Quick Ratio_ind,Quick Ratio_his,Days Inventory,Days Inventory_ind,Days Inventory_his,Days Sales Outstanding,Days Sales Outstanding_ind,Days Sales Outstanding_his,Days Payable,Days Payable_ind,Days Payable_his,Dividend Yield %,Dividend Yield %_ind,Dividend Yield %_his,Dividend Payout Ratio,Dividend Payout Ratio_ind,Dividend Payout Ratio_his,3-Year Dividend Growth Rate,3-Year Dividend Growth Rate_ind,3-Year Dividend Growth Rate_his,Forward Dividend Yield %,Forward Dividend Yield %_ind,Forward Dividend Yield %_his,5-Year Yield-on-Cost %,5-Year Yield-on-Cost %_ind,5-Year Yield-on-Cost %_his,3-Year Average Share Buyback Ratio,3-Year Average Share Buyback Ratio_ind,3-Year Average Share Buyback Ratio_his,Price-to-Tangible-Book,Price-to-Tangible-Book_ind,Price-to-Tangible-Book_his,Price-to-Intrinsic-Value-Projected-FCF,Price-to-Intrinsic-Value-Projected-FCF_ind,Price-to-Intrinsic-Value-Projected-FCF_his,Price-to-Intrinsic-Value-DCF (Earnings Based),Price-to-Intrinsic-Value-DCF (Earnings Based)_ind,Price-to-Intrinsic-Value-DCF (Earnings Based)_his,Price-to-Median-PS-Value,Price-to-Median-PS-Value_ind,Price-to-Median-PS-Value_his,Price-to-Peter-Lynch-Fair-Value,Price-to-Peter-Lynch-Fair-Value_ind,Price-to-Peter-Lynch-Fair-Value_his,Price-to-Graham-Number,Price-to-Graham-Number_ind,Price-to-Graham-Number_his,Earnings Yield (Greenblatt) %,Earnings Yield (Greenblatt) %_ind,Earnings Yield (Greenblatt) %_his,Forward Rate of Return (Yacktman) %,Forward Rate of Return (Yacktman) %_ind,Forward Rate of Return (Yacktman) %_his
20,ACN,5,3425505,2631337,"220,29","221,34",7,"1,62","37,26",100,"0,47",36,"95,45","0,17","50,49","73,02","0,34",error,error,"132,08","67,97","98,07",8,"8,33","-2,36","23,51","6,97","16,540000000000003",9,"15,19","80,49",100,"11,53","77,49","91,05","32,47","92,99","99,67","14,95","90,9","96,45",error,"86,2","97,65","7,7","55,97","70,28999999999999","13,4","50,82","61,37",13,"52,12","76,52",2,"36,25",42,"76,4","33,07","42,42",0,"36,25","42,72","76,4","36,19","34,5","76,83","10,81","15,11","69,25","4,17","45,77","78,05","31,07","44,23","76,97","28,44","39,96","77,2","26,46","43,99","75,65","21,45","42,68","74,97","4,05","47,68","76,68","3,18","29,519999999999996","66,67","53,37","36,26","74,57","1,22","23,930000000000007","83,67","1,22","27,75","83,67",error,error,error,"64,66","47,19","95,68","19,41","19,370000000000005","76,37","1,06","43,88","87,9","0,38","41,67","41,67","9,8","62,54","98,44","1,11","41,68",0,"1,69","51,91",88,"0,4","89,13",86,"36,62","6,760000000000005","87,09","2,39","42,71","96,55",error,"27,680000000000007","96,48","1,83","28,120000000000005","91,67","2,7","30,03","59,89","7,68","14,049999999999997","96,58",error,"67,47999999999999","92,18",error,"58,53",45
21,ADBE,2,3433892,3638839,"244,25","246,58",7,"1,24","32,480000000000004",100,"0,54","45,5","88,89","0,32","36,73","72,73","0,71","60,95",100,"51,35","55,46",100,7,"14,53","-2,59","22,19","7,54","14,650000000000002",8,"36,76","96,73",100,"30,55","95,14","69,98","34,51","93,7","75,89","18,8","94,23","78,14",error,"91,47","98,92","21,9","82,63","70,09","28,4","72,83","49,3","24,4","67,45","60,34",2,"51,24","29,67","72,83","36,93","38,05",0,"51,24","29,840000000000003","72,83","42,9","30,25","60,55","16,51","8,780000000000001","72,07","15,65","13,620000000000005","69,52","35,89","39,68","62,83","34,26","34,81999999999999","66,35","41,76","29,040000000000006","41,88","36,79","27,03","66,35","15,39","15,469999999999999","69,19","1,74","53,84","99,6","113,49","14,409999999999997","63,29","1,25","24,92","87,19","1,25","28,819999999999993","86,78",error,error,error,"36,16","81,67",100,"59,3",53,"95,44",error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,"0,8","91,88","77,11","950,63",0,"76,28","3,45","29,400000000000006","72,73",error,"43,6","76,9","1,52","36,92","62,85","2,05","42,15","85,71000000000001","46,62","0,7399999999999949","75,96",error,"58,81","87,84",error,"83,41","99,12"
22,ADI,"2,5",4160339,3580290,"87,47","95,20",6,"0,29","13,030000000000001",100,"0,73","69,46000000000001","65,79","0,18","58,06","83,1","2,64","28,730000000000004","50,28","9,61","25,730000000000004","82,08",7,"4,28","-1,63","7,31","8,25","-0,9400000000000004",8,"24,28","84,69","86,05",19,"78,07","64,28999999999999","8,04","43,82","77,99","5,02","46,75","84,72",error,"88,11","73,73","3,2","54,31","71,08","-3,7","29,370000000000005","78,52","-4,7","30,909999999999997","75,49",1,"45,12","29,36","85,15","22,06","47,13",0,"45,12","29,450000000000003","85,15","46,31","30,700000000000003","61,44","2,3","60,84",100,"9,17","20,019999999999996","82,99","28,19","50,21","70,17","24,67","41,28","76,29","60,99","18,47","94,72","35,67","24,17","94,43","12,62","14,810000000000002","94,27","5,19","20,120000000000005","94,8","52,91","44,5","82,77","1,94","36,1","92,5","1,51","37,91","92,67","97,38","43,34","40,19","46,49","69,28","48,03","37,72","30,42","88,93","1,65","60,81","88,02","0,78","9,219999999999999",100,"12,5","66,2","86,37","1,65","54,36",0,"2,69","70,66","88,18","-12,4","21,11","84,59",error,error,error,"1,55","65,88","83,69",error,"4,8799999999999955","56,29","1,51","50,94","63,12","4,57","8,819999999999993","46,36",error,error,error,error,"37,9","99,53",error,"57,37","48,2"
23,ADM,1,2093989,2359156,"39,87","48,91",5,"0,11","19,019999999999996","92,86","0,42","33,41",80,"0,45","46,03","64,06","2,32","49,19","47,22","10,63","48,81",100,7,"3,34","-2,48","5,39","6,19","-0,8000000000000007",6,"3,41","39,08","93,33","3,26","46,44",100,"12,6","69,74",100,"5,24","62,95","90,31",error,"61,26","69,5","2,4","50,98","78,2","4,3","46,59","60,88","4,1","48,71","67,50999999999999",5,"15,4","59,34","52,9","15,25","61,45",0,"15,4","59,97","52,9","10,55","72,82","91,28","1,79","47,28","96,74","0,5","76,17","83,78","10,09","66,89","99,87","8,08","65,11","86,39","14,7","50,18","65,16","11,32","49,17","72,02","0,61","78,26","77,36","15,4","8,189999999999998","68,43","23,03","44,41","98,92","1,58","46,06","94,13","0,98","45,23","87,77","54,77","68,98","44,72","18,89","81,13","60,61","19,5","13,790000000000006","61,07","2,1","51,6","84,8","0,32","55,28","67,57",4,"58,84",100,"2,1","46,25",0,"2,71","55,76","84,78","0,1","76,11","47,37","2,45","40,51","79,59",error,error,error,error,error,error,"1,33","30,879999999999995","80,16",error,error,error,"1,29","51,8","47,2",error,"61,84","84,48",error,"21,129999999999995","43,33"
24,ADP,"3,5",1939430,1566931,"95,42","98,17",5,"0,47","36,78","99,79","0,09","8,409999999999997",100,"0,63","35,84","83,11","0,83","72,72","81,37","54,74","67,94","89,02",5,"2,02","-2,52","5,81","5,49","0,3199999999999994",8,"22,51","88,52",100,"17,55","89,16",100,"47,47","97,31",100,"5,29","63,41","63,64",error,"90,78","69,5","5,4","65,63","60,42","13,8","66,95","82,55","12,6","63,97","70,13",1,"35,83","27,67","86,24","33,43","14,670000000000002",0,"35,83","27,72","86,2","90,47","7,829999999999998","79,6","17,84","3,6500000000000057","90,02","6,28","15,650000000000006","88,48","43,65","17,540000000000006","88,68","35,41","17,659999999999997","88,43","27,31","28,28","87,43","23,89","23,239999999999995","87,43","6,33","16,650000000000006","88,39","3,38","30,790000000000006","96,99","49,58","21,409999999999997","87,8","1,05","20,560000000000002","68,87","1,05","27,909999999999997","67,47999999999999",error,error,error,63,"45,28",100,"4,6","4,439999999999998",100,"1,69","38,49","90,95","0,59","26,849999999999994","78,95","13,7","80,87","63,11","1,84","35,84",0,"3,18","57,25","90,93","1,2","88,3","40,54","52,66","2,010000000000005","93,24","3,41","15,510000000000005","91,91",error,"18,799999999999997","51,49","1,61","26,180000000000007",68,"3,58","16,67","83,33","9,16","4,6299999999999955","98,87",error,"47,04","95,58",error,"58,03","61,86"
25,ADPT,0,1020079,925251,"2,53","2,43",5,"3,67","31,650000000000006",100,"0,66","37,76","96,64","0,17","36,05",100,"-0,63",error,"52,17",N/A,error,error,2,"3,81","-1,59","-42,06","7,5","-49,56",error,"-130,7","54,74","62,65","-129,95","54,18","72,52","-26,54","61,28","80,68","-17,94","65,72999999999999",100,error,"67,37",100,"27,4","77,31",0,"-45,5","10,019999999999996",0,"-39,9","12,349999999999994",0,error,error,error,error,error,error,error,error,error,error,error,error,error,"4,05","38,31",100,"17,81","47,63","89,01",error,error,error,error,error,error,"-12,22",error,"84,38",-13,error,"85,27","15,99","49,11","82,9",error,error,error,error,error,error,"3,82","34,44",100,"3,67","35,72",100,"140,2","55,94","62,22","36,33",78,"88,01","49,99","26,47","44,84",error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,"-9,1","69,56",0,"4,84","33,870000000000005","99,91",error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,"54,23","91,58",error,error,error
26,ADS,1,864313,912539,"3,44","8,03",4,"0,42","56,61",100,"0,1","12,129999999999995","76,6","3,38","18,78","40,49","5,57","48,55","80,78999999999999","40,91","42,86",100,6,"0,84","-2,61","4,87","5,11","-0,2400000000000002",6,"27,93","56,76",100,"18,47","50,76",100,"44,68","96,84","89,77","3,65","70,38","87,97",error,"88,38","69,68","-1,2","43,58","85,33","-24,4","20,980000000000004",100,"-23,5","21,049999999999997",100,10,"4,33","88,74","99,47","4,95","89,77",0,"3,91","90,08","95,16","3,61","75,42","99,56","1,54","37,75","99,19","0,81","88,59","81,38","2,26",80,"92,43","2,16","80,78999999999999","91,23","6,52","83,4","99,66","5,77","85,87","99,44","1,84","89,02","78,97",error,error,error,"6,42","85,44","92,95","1,5","26,269999999999996","66,86","1,48","26,269999999999996","67,63","25,35","57,8","49,18","31,41","62,73","86,75","48,32",error,error,"1,21","26,730000000000004","91,94","0,05","94,8",100,"-15,4","46,59",100,"1,21","26,129999999999995",0,"1,21","24,75","91,94","3,6","93,22","71,72","4,1","13,469999999999999",100,"0,17","93,36","94,38",error,error,error,"0,47","89,94","77,85",error,error,error,"0,85","50,54","99,99",error,"88,62","98,27",error,"95,4","84,34"
27,ADSK,1,1612843,1845411,"55,44","58,25",5,"0,59","20,480000000000004",100,"0,15","10,900000000000006","76,24","2,38","4,840000000000003","41,98","3,72","22,319999999999993","67,22","14,53","34,94","98,77",4,"5,15","-2,38","17,43","10,02","7,41",6,"15,65","81,48","97,45","31,31","95,42","99,06","138,25","99,21","70,9","18,08","93,61",100,error,"79,93","63,69","22,1","82,73","67,63",error,error,error,error,error,error,2,"42,5","35,519999999999996","96,92","36,57","37,53",0,"42,5",36,"96,92","62,57","18,47","95,57","43,37","2,6099999999999994","95,82","13,3","16,370000000000005","66,23","40,48","34,97","92,4","38,2","30,89","99,9","84,11","13,019999999999996","94,27","69,16","13,36","80,51","13,44",18,"68,05",error,error,error,"644,39","1,4699999999999989","70,98","0,81","10,879999999999995","97,31","0,81","12,709999999999994","97,27",error,error,error,"42,4","74,63",100,"112,44","71,08","67,03999999999999",error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,"-0,2","81,12","92,28",error,error,error,"5,82","16,680000000000007","60,67",error,error,error,"1,74","30,180000000000007","45,69",error,error,error,error,error,error,error,"49,59","61,05",error,"10,159999999999997",100
28,ADUS,4,76344,86805,"1,28","1,47",6,"0,58","41,17","99,99","0,6","59,97","67,31","0,47","41,75","75,14","3,66","33,879999999999995","86,91","11,72","48,9","66,4",5,"3,84","-2,5","6,96","6,94","0,019999999999999574",8,"6,97","58,25",100,"4,85","61,11","70,84","7,62","54,81","52,11","4,73","64,91","55,62",error,"84,47",100,"9,4","61,26","93,72",9,"48,36","92,39","26,8","76,61","77,57",3,"31,93","38,1","44,82","20,67","58,87",0,"31,93","38,03","45,95","36,17","33,56","96,84","2,31","55,63","48,6","1,54","62,31","55,16","27,86","43,73","92,21","25,56","33,92","81,13","23,87","40,59","59,45","19,32","33,33","70,43","1,67","65,93","55,16","2,35","43,63","99,8","50,89","28,5","97,28","2,66","70,8","70,67","2,66","72,48","70,67",error,error,error,"57,83","38,83",100,"14,05","11,719999999999999","92,87",error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,"-10,8","34,099999999999994","91,33",error,error,error,"1,55","56,42","61,8",error,"41,33","98,75","1,55","23,5","98,04","2,45","32,53","99,2",error,error,error,error,"62,79","73,43",error,"63,58","95,63"
29,AEE,1,1202748,1226125,"22,57","35,74",3,error,error,error,"0,28","31,47","90,91","1,35","28,340000000000003","95,31","3,99","45,06","63,78","3,38","39,87","61,54",5,1,0,"3,64","3,75","-0,10999999999999988",6,"21,81","72,61","77,56","15,87","77,1",100,"10,74","63,16","98,93","2,99","51,31","98,91",error,"29,03",100,"-2,7","24,659999999999997","57,08","1,5","39,67","85,37","17,8","71,33","62,55",1,"22,94","32,8","93,68","21,53","21,379999999999995",0,"22,94","32,730000000000004","84,83",error,error,error,"2,33","28,099999999999994","82,22","3,61","25,620000000000005","94,2",error,error,error,"12,83","29,510000000000005","56,25","23,24","24,519999999999996","92,65","10,9","44,47","68,11","5,75","16,83","93,82","8,5","22,22","44,29","39,39","12,530000000000001","73,36","0,94","40,86","60,5","0,68","29,849999999999994","61,96","60,94","15,969999999999999","57,18","27,37","83,43","64,5","86,11","62,9","53,63","2,52","33,81999999999999","91,07","0,57","49,31","96,77",4,"44,41",100,"2,52","31,909999999999997",0,"3,05","35,269999999999996","91,19","-1,4","55,08",90,"2,43","39,4","92,05","5,68","9,14","66,71",error,error,error,"1,73","17,239999999999995","83,44",error,error,error,"1,58","36,27","81,89",error,"33,33","96,55",error,"42,2",61
30,AEIS,1,243921,227620,"3,36","3,49",5,"1,08","47,44","99,99","0,46",35,"81,48","0,61","26,64","43,57","2,27","43,1","40,8",N/A,error,error,8,"4,28","-2,76","16,42","10,79","5,630000000000003",8,"12,1","72,23","79,59","9,58","71,73","74,02","16,51","81,77","72,65","7,96","77,45","68,08",error,"84,95","91,41",30,"94,94",80,"5,5","54,97","63,68","1,2","46,29","59,96",6,"25,02","45,99","94,11","17,23","57,2",0,"25,08","45,92","94,36","24,91","47,86","63,87","4,02","23,200000000000003","50,56","2,4","38,87","67,78","24,74","43,93","91,18","19,87","44,48","75,57","19,18","47,26","66,25999999999999","14,79","47,91","62,72","2,31","40,88","61,93","3,3","35,879999999999995","97,49","49,76","24,319999999999993","94,74","3,01","74,75","95,12","2,12","72,15","96,84","111,69","47,59","77,31","55,64","75,06","86,49","69,09","45,94","65,78999999999999","0,44","15,659999999999997",100,"0,08","93,83",100,error,error,error,"0,44","14,769999999999996",0,"0,44","16,22",100,"1,1","90,87","85,53","7,28","14,719999999999999","49,32","1,41","51,54","98,11",error,error,error,"0,83","75,96000000000001","81,7","4,3","12,61","90,14","2,85","25,439999999999998","72,2",error,"58,2","90,76",error,"60,76","72,72"
31,AEO,1,4204084,5626381,"3,91","5,02",5,"0,42","42,43",100,"0,37","41,55","61,76","1,26","24,680000000000007","70,66","1,82","65,07",100,"18,14","59,28","99,82",7,"3,87","-1,56","18,75","8,21","10,54",7,"12,87","83,67",100,"7,77","76,66",100,"31,05","87,48",100,"10,6","84,93","82,83",error,"80,51","42,97","2,3","60,99","78,7","-27,4","11,25",100,error,error,error,6,"12,86","61,79","93,73","9,08","87,44",0,"12,86","62,47","93,73","65,26","10,319999999999993","69,92","2,81","35,14","60,09","0,95","47,41","50,38","22,99","26,11","91,49","12,07","39,51","40,74","6,16","83,15","94,16","5,09","79,89","84,45","1,03","50,75","65,41",error,error,error,"23,53","41,33","43,8","2,04","65,38","64,12","1,19","61,7","65,4","68,48","65,71000000000001",100,"11,35","60,55",100,34,"25,400000000000006","54,29","2,91","62,4","61,11","0,35","47,4","88,1",-35,"34,31999999999999",100,"3,1","62,06",0,"1,22","26,939999999999998","61,13","2,1","89,3","92,24","2,94","39,19","79,51","1,64","31,480000000000004","92,56",error,error,error,"1,04","48,66","75,09",error,error,error,"1,3","52,19","79,38",error,"87,5","82,12",error,"31,08","88,66"
32,AERI,0,514123,1394569,"0,35470999999999997","0,44456",1,"0,66","39,91",100,"-0,21","7,439999999999998","73,7","-3,49","98,55","98,4","-2,65",error,100,error,error,error,2,"-4,68","-3,84","-157,61","8,89","-166,5",error,"-128,36","17,97",100,"-159,84","17,92",100,error,error,error,"-45,27","16,67","97,07",error,"16,189999999999998",100,error,error,error,"14,4","63,31","62,76",1,"44,74","55,7",error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,"3,41","47,34","99,98",error,error,error,error,error,error,"-3,39",error,"93,74","-4,68",error,"86,49","4,32","40,98","99,97",error,error,error,error,error,error,"2,34","54,91","91,58","2,08","62,66","92,65","366,16","13,060000000000002","99,64","191,16","8,329999999999998","90,37","94,61",53,100,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,"-8,2","45,36",100,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,"13,269999999999996","73,22",error,error,error
33,AES,1,4523763,4471551,"15,06","34,85",3,"0,08","23,230000000000004","82,61","0,1","8,379999999999995",56,"5,75","2,019999999999996","60,81","6,52","22,75","62,97","2,98","34,64",100,8,"0,83","-2,5","7,09","5,09","2,0",6,"26,37","80,84",100,"4,95","39,31","71,85","18,32","84,02","72,17","1,56","31,090000000000003","69,94",error,"47,25","72,8","-3,2","23,290000000000006","87,19","-6,2","18,200000000000003","85,91",error,error,error,3,"29,35","22,939999999999998","95,05","13,6","67,59",0,"29,72","22,269999999999996",100,error,error,error,"6,2","5,810000000000002","71,94","1,42",53,"62,75",error,error,error,"7,64","53,69","86,31","17,18","40,72","72,91","11,26","41,54","61,32","3,17","39,65","61,13",error,error,error,error,error,error,"1,22","61,94","79,49","1,1","60,26","80,83","22,28","48,74","71,43","45,55","53,18",100,"46,86","33,93000000000001",100,"2,66","35,75","47,13","0,76","30,189999999999998","94,11","6,1","53,82","50,74","2,8","34,92",0,"3,82","45,41","47,12","-0,3","72,46000000000001","77,71","37,65","0,8599999999999994","69,6","2,52","26,650000000000006","97,52",error,error,error,"1,95","12,64","74,31",error,error,error,"7,04","2,769999999999996","80,98",error,"47,83","65,97",error,"25,689999999999998","61,7"
34,AFG,"2,5",204100,267169,"11,22","10,63",5,"1,44","40,44","85,66","0,18","36,83","83,58","0,38","28,489999999999995","72,5","0,96","52,96",100,"19,35","54,68",100,7,0,0,"3,01","6,83","-3,8200000000000003",6,error,error,error,"27,51","90,96000000000001",100,"38,04","96,98",100,"4,17","76,25",100,error,error,error,"4,6","52,22","46,36","10,7","65,33","49,05","15,8","72,01","70,87",5,"4,91","88,86","98,92",error,error,error,"8,09","71,36","94,25","24,51","19,349999999999994","57,84","2,14","22,78","89,63","1,36","45,23","81,61","5,95","65,27000000000001","75,24","5,95","62,33","66,8","5,62","72,95","87,03","5,05","71,09","75,09","1,23","44,42","72,73","0,81","65,96000000000001",100,"15,89","45,3","45,17",error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,"1,59","20,049999999999997","78,28","0,13","89,97",100,"12,8","81,48","81,09","1,69","22,08",0,"2,87","37,94","78,14","0,7","68,1","53,36","2,22","26,42","96,77","0,51","68,73","63,44",error,52,"96,98","1,29","24,67","57,97","0,86","45,61","84,53","0,89","44,86",82,error,"76,95","45,52",error,"73,23","61,41"
35,AFL,3,2691289,3189720,"42,11","44,24",5,"0,77","28,17","73,93","0,21","43,37",100,"0,24","49,86","47,5","1,45","40,83","58,82","22,93","57,31",100,6,0,0,"2,96","7,96","-5,0",6,error,error,error,"18,8","82,93","78,18","12,81","67,61","92,23","2,63",error,error,error,error,error,"4,5","51,59","78,42","4,8","52,67","81,64",5,"55,74","79,86",2,"10,32","57,38","58,51","12,1","41,94",0,"10,32","57,77","58,51","8,97","49,56","99,34","1,27","47,78","68,42","1,93","33,620000000000005","96,12","7,89","54,62","99,24","7,89","53,02","99,24","7,91","57,19","56,28","7,91","48,64","56,28","1,94","27,900000000000006","88,15","1,95","36,88","99,11","13,81","58,12","54,46",error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,"2,09","30,83","89,64","0,21","78,64",40,"8,8","71,72","83,89","2,53","40,78",0,"3,09","41,71","89,6","3,9","91,76","97,47","1,26","53,25","86,26","0,47","72,46000000000001","91,67",error,38,"71,11","1,47","16,299999999999997","43,02","1,39","27,189999999999998","67,32","0,76","56,64","83,24",error,"63,98","73,51",error,"61,81","91,17"
