,Ticker,Buffet Stars,Volume:,Avg Vol (1m):,Market Cap $:,Enterprise Value $:,Financial Strength,Cash-To-Debt,Cash-To-Debt_ind,Cash-To-Debt_his,Equity-to-Asset,Equity-to-Asset_ind,Equity-to-Asset_his,Debt-to-Equity,Debt-to-Equity_ind,Debt-to-Equity_his,Debt-to-EBITDA,Debt-to-EBITDA_ind,Debt-to-EBITDA_his,Interest Coverage,Interest Coverage_ind,Interest Coverage_his,Piotroski F-Score,Altman Z-Score,Beneish M-Score,ROIC,WACC,roic - wacc,Profitability Rank,Operating Margin %,Operating Margin %_ind,Operating Margin %_his,Net Margin %,Net Margin %_ind,Net Margin %_his,ROE %,ROE %_ind,ROE %_his,ROA %,ROA %_ind,ROA %_his,ROC (Joel Greenblatt) %,ROC (Joel Greenblatt) %_ind,ROC (Joel Greenblatt) %_his,3-Year Revenue Growth Rate,3-Year Revenue Growth Rate_ind,3-Year Revenue Growth Rate_his,3-Year EBITDA Growth Rate,3-Year EBITDA Growth Rate_ind,3-Year EBITDA Growth Rate_his,3-Year EPS without NRI Growth Rate,3-Year EPS without NRI Growth Rate_ind,3-Year EPS without NRI Growth Rate_his,Valuation Rank,PE Ratio,PE Ratio_ind,PE Ratio_his,Forward PE Ratio,Forward PE Ratio_ind,Forward PE Ratio_his,PE Ratio without NRI,PE Ratio without NRI_ind,PE Ratio without NRI_his,Price-to-Owner-Earnings,Price-to-Owner-Earnings_ind,Price-to-Owner-Earnings_his,PB Ratio,PB Ratio_ind,PB Ratio_his,PS Ratio,PS Ratio_ind,PS Ratio_his,Price-to-Free-Cash-Flow,Price-to-Free-Cash-Flow_ind,Price-to-Free-Cash-Flow_his,Price-to-Operating-Cash-Flow,Price-to-Operating-Cash-Flow_ind,Price-to-Operating-Cash-Flow_his,EV-to-EBIT,EV-to-EBIT_ind,EV-to-EBIT_his,EV-to-EBITDA,EV-to-EBITDA_ind,EV-to-EBITDA_his,EV-to-Revenue,EV-to-Revenue_ind,EV-to-Revenue_his,PEG Ratio,PEG Ratio_ind,PEG Ratio_his,Shiller PE Ratio,Shiller PE Ratio_ind,Shiller PE Ratio_his,Current Ratio,Current Ratio_ind,Current Ratio_his,Quick Ratio,Quick Ratio_ind,Quick Ratio_his,Days Inventory,Days Inventory_ind,Days Inventory_his,Days Sales Outstanding,Days Sales Outstanding_ind,Days Sales Outstanding_his,Days Payable,Days Payable_ind,Days Payable_his,Dividend Yield %,Dividend Yield %_ind,Dividend Yield %_his,Dividend Payout Ratio,Dividend Payout Ratio_ind,Dividend Payout Ratio_his,3-Year Dividend Growth Rate,3-Year Dividend Growth Rate_ind,3-Year Dividend Growth Rate_his,Forward Dividend Yield %,Forward Dividend Yield %_ind,Forward Dividend Yield %_his,5-Year Yield-on-Cost %,5-Year Yield-on-Cost %_ind,5-Year Yield-on-Cost %_his,3-Year Average Share Buyback Ratio,3-Year Average Share Buyback Ratio_ind,3-Year Average Share Buyback Ratio_his,Price-to-Tangible-Book,Price-to-Tangible-Book_ind,Price-to-Tangible-Book_his,Price-to-Intrinsic-Value-Projected-FCF,Price-to-Intrinsic-Value-Projected-FCF_ind,Price-to-Intrinsic-Value-Projected-FCF_his,Price-to-Intrinsic-Value-DCF (Earnings Based),Price-to-Intrinsic-Value-DCF (Earnings Based)_ind,Price-to-Intrinsic-Value-DCF (Earnings Based)_his,Price-to-Median-PS-Value,Price-to-Median-PS-Value_ind,Price-to-Median-PS-Value_his,Price-to-Peter-Lynch-Fair-Value,Price-to-Peter-Lynch-Fair-Value_ind,Price-to-Peter-Lynch-Fair-Value_his,Price-to-Graham-Number,Price-to-Graham-Number_ind,Price-to-Graham-Number_his,Earnings Yield (Greenblatt) %,Earnings Yield (Greenblatt) %_ind,Earnings Yield (Greenblatt) %_his,Forward Rate of Return (Yacktman) %,Forward Rate of Return (Yacktman) %_ind,Forward Rate of Return (Yacktman) %_his
1368,TDOC,0,3487604,4739497,"12,12","13,18",6,"0,65","43,63","93,94","0,91","95,89",100,"0,08","74,4",100,"-2,45",error,"84,85",error,error,error,3,"4,51","-1,36","-4,39","1,52","-5,91",3,"-32,39",20,"67,18","-43,6","19,519999999999996","45,05","-6,16","30,689999999999998","99,16","-5,48","29,349999999999994","98,49",error,"11,25","79,82","42,1","92,49","41,3","-56,1","5,689999999999998","68,68","-40,6","12,89","67,47999999999999",error,error,error,error,error,error,error,error,error,error,error,error,error,"0,78","92,61",100,"6,23","22,269999999999996","89,98",error,error,error,error,error,error,"-17,77",error,"94,75","-24,7",error,"97,44","6,88","23,299999999999997","88,56",error,error,error,error,error,error,"3,83","80,89","87,85","3,64","81,65","88,71000000000001","29,32","55,3",100,"31,01","70,55","99,12","21,79","18,120000000000005","55,71",error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,"-34,7","15,64",100,error,error,error,"0,97","74,66",100,error,error,error,error,error,error,error,error,error,error,error,error,error,"23,89","73,94",error,error,error
1369,TDS,1,812521,1343441,"2,31","6,80",4,"0,18","33,42","91,44","0,44","55,83","62,16","0,69","43,01","85,02","3,04","36,14","87,5","1,16","10,400000000000006","79,5",4,"1,1","-2,74","1,98","5,97","-3,9899999999999998",5,"5,25","36,55","86,59","2,63","36,29","75,89","2,29","31,269999999999996","64,29","1,09","36,41","64,85",error,"38,69","41,11","0,3","44,32","91,6","14,2","66,57","70,8","12,1","62,71","63,99",9,"19,92","44,93","86,39",error,error,error,"19,92","46,55","86,39",error,error,error,"0,48","94,91","83,02","0,44","87,71000000000001","82,61",error,error,error,"1,9","90,28999999999999","93,65","14,96","54,43","50,35",5,"76,92","65,69","1,26","76,86","67,39","24,9","6,209999999999994","98,2","19,3",43,"82,28999999999999","1,78","71,14","45,91","1,67","71,14","44,44","23,46","36,67","90,28","67,09","37,5","92,27","62,25","32,870000000000005","52,14","3,47","48,88","77,34","0,69","42,39","64,84","3,1","57,14",100,"3,47","46,58",0,"4,18","55,16","77,31",-1,"57,55","80,49",error,error,error,"0,62","77,56","98,42",error,error,error,"0,77",77,"49,46","3,18","13,079999999999998","92,05",error,error,error,error,"65,34","50,13",error,"20,450000000000003","49,16"
1370,TDY,5,232546,203147,"19,25","23,64",4,"0,12","5,6299999999999955",100,"0,51","44,78",74,"0,62","28,189999999999998","73,24","5,36","19,83",100,"6,81","25,67",100,5,"2,53","-1,95","6,55","8,03","-1,4799999999999995",9,"14,16","83,63","73,48","10,27","77,8","52,85","8,54","55,87",100,"4,5","57,02",100,error,"88,56","41,65","4,3","63,55","54,38",10,"55,6","63,97","19,3","67,75999999999999","47,09",1,"41,26","26,28","84,84",error,error,error,"41,26","26,760000000000005","82,55","32,01","41,87","77,78","2,61","40,43","72,65","4,32","21,310000000000002","74,78","25,3","44,29","54,8","22,46","39,9","63,71","39,68","20,980000000000004","81,39","27,26",error,error,"5,74","16,03","79,56","3,59","26,549999999999997","62,44","53,31","25,650000000000006","82,1","1,78","44,52","94,09","1,2","39,64","94,55","82,11","53,36","88,54","48,48","77,32",100,"45,62","26,819999999999993","88,11",error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,"-1,3","55,67","42,53",error,error,error,"1,77","45,74","64,07",error,"17,89","92,67","2,26","16,379999999999995","65,77","3,03","17,400000000000006","54,55",error,error,error,error,"42,47","95,85",error,"71,11","90,37"
1371,TEL,1,2135563,1345039,"51,85","55,41",6,"0,29","15,810000000000002","78,08","0,5","43,55","71,88","0,4","41,31","87,5","1,31","58,62",100,"48,18","64,84",100,7,"4,88","-2,35","16,28","7,8","8,48",7,"18,08","89,48",100,"15,15","87,38","78,72","22,8","88,78","88,65","10,98","86,47","86,48",error,"84,38","92,31","4,2","63,24","48,98","4,1","45,62","76,16","-2,6","37,87","99,52",1,"23,42","47,08","96,03","22,3","33,91",0,"23,46","47,63","96,64","28,27","45,71","86,78999999999999","4,9","17,209999999999994","94,86","3,55","26,549999999999997",95,"26,66","42,69","87,74","19,8","44,42","94,29","22,52","39,74","81,41","17,13","40,2","64,1","3,67","25,760000000000005","92,47","4,34","23,200000000000003","85,23","35,26","39,54","53,42","1,56","34,86","48,94","1,02","29,900000000000006","85,48","80,4","54,68","74,73","67,76","53,39","56,41","62,17","44,23","90,83","1,24","36,27","97,64","0,29","58,03","66,67","5,3","62,01",100,"1,25","33,3",0,"1,73","44,28","97,64","1,7","93,2","63,27","14,88","3,8700000000000045","67,81","2,16","39,42","99,19",error,error,error,"1,62","31,430000000000007","70,31",error,error,error,"3,94","15,049999999999997","99,64",error,"56,09","72,26",error,"45,01","83,72"
1372,TENB,0,758456,964042,"5,30","5,03",4,"1,53","36,07",100,"0,17","11,730000000000004","96,19","2,15","5,400000000000006",100,"-26,81",error,100,error,error,error,5,"3,3","-2,77","-5,25","10,24","-15,49",1,"-5,81","33,56999999999999",100,"-7,36","34,260000000000005",100,"-22,44","23,290000000000006",100,"-4,79","34,17",100,error,"32,010000000000005",100,"22,3","82,93",100,"17,7","58,37",100,"7,5","43,6",100,error,"131,2",error,error,"131,2","8,480000000000004",0,error,error,error,"601,61","1,7900000000000063","66,06","26,74","5,189999999999998","50,21","10,17","21,959999999999994","68,55","59,01","25,790000000000006","95,68","55,79","22,25","92,79","-171,15",error,"78,37","-319,84",error,"65,06","9,95","24,230000000000004","70,68",error,error,error,error,error,error,"2,01","49,32",100,"2,01","52,04",100,error,error,error,"71,77","39,7",100,"15,75","14,439999999999998","43,25",error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,"-9,6","33,93000000000001",100,"176,07","0,8400000000000034","62,36",error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,"38,13","98,02",error,error,error
1373,TER,1,1614408,1411905,"25,36","25,73",8,"6,13","66,86","99,94","0,68","61,65",50,"0,08","73,03","85,11","0,17","82,33",100,"53,43","56,86","63,12",8,"15,96","-2,43","49,37","9,65","39,72",8,"32,43","94,08",100,"27,59","92,11",100,"42,59","94,94",100,"26,57","94,41",100,error,"91,43","73,05","17,2","83,9","48,71",21,"67,84","63,99","49,5","85,01","52,73",1,"29,29","42,51","48,09","24,05","40,76",0,"29,29","42,94","47,5","33,23","40,23","89,47","10,03","11,069999999999993","92,67","8,07","21,760000000000005","93,26","32,31","43,72","81,7","27,92","37,07","91,25","21,13","45,8","97,5","19,02","40,58","96,02","6,79","25,97","80,14","0,66","76,83","99,06","79,31","29,83","61,9","3,35","68,56","55,96","3,05","74,01","53,67","56,81","71,91","75,14","63,92","47,43",100,"38,97","32,56999999999999","74,02","0,25","11,129999999999995","99,13","0,08","88,25",100,"12,6","67,32",100,"0,25","11,219999999999999",0,"0,44","22,060000000000002","99,51","5,3","98,73","96,89","12,58","9,709999999999994","96,86","2,91","38,43","80,98",error,error,error,"2,57","21,620000000000005","79,68","1,17","56,62","95,58","4,05","21,629999999999995","62,69",error,"58,9","68,37",error,"89,03999999999999","94,77"
1374,TFC,1,8438214,5149331,"89,66","116,97",3,"0,49","17,939999999999998","95,67","0,13","80,87","87,5","0,59","48,37","88,07","1,81","44,05",100,N/A,error,error,5,0,"-2,44",0,"7,22","-7,22",5,error,error,error,"27,6","52,21","96,97","8,3","40,22","46,99","1,2",error,error,error,error,error,"6,2","57,89","51,67",error,error,error,4,"51,47","47,3",2,"15,86","25,78","53,84","13,74","29,83",0,"15,86","25,959999999999994","53,84","14,54","24,700000000000003","91,48","1,44","24,950000000000003","80,77","4,06","31,049999999999997","95,86","17,92","11,450000000000003","44,93","16,59","13,819999999999993","49,96",error,error,error,error,error,error,"5,22","31,450000000000003","45,19","1,82","41,27","78,78","19,9","24,489999999999995","80,34",error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,"2,77",50,"84,21000000000001","0,43","24,11","46,43","12,6","73,44","83,07","2,86","50,67",0,"4,97","71,44","84,18","-19,9","8,36","66,06","2,82","7,609999999999999","61,97","0,9","24,689999999999998","84,28",error,error,error,"1,4","17,519999999999996","64,29","1,76","24,909999999999997","64,56","1,41","12,379999999999995","53,16",error,error,error,error,"45,32","55,28"
1375,TFX,1,538082,392034,"15,26","16,94",5,"0,22","9,689999999999998","84,85","0,52","31,819999999999993","41,18","0,59","21,730000000000004","64,75999999999999","2,73","25,379999999999995","97,68","8,15","19,340000000000003",100,7,"4,2","-2,64","7,35","7,81","-0,45999999999999996",7,"18,82","77,14","74,21","15,71","76,77","82,45","12,69","71,62","83,55","6,21","68,37","82,68",error,"81,24","94,8","5,3","52,45","52,2","7,1","41,03","57,55","28,7","66,89",100,5,"35,59","42,64","85,06","22,95","66,12",0,"35,56",43,"91,6","24,62","59,78","68,76","4,26","41,8","59,52","5,6","50,73","61,08","27,33","55,97","73,72","23,93","51,64","66,17","30,44","38,55","68,75","21,36","45,66","90,58","6,14","49,8","59,29","3,23","39,51","96,31","60,82","38,07","60,76","2,74","42,42","65,78","1,88","36,5","67,62","148,08","55,1","94,83","52,94","63,33","96,11","29,98","16,39","68,53","0,42","16,099999999999994","95,45","0,15","81,67","96,97",error,error,error,"0,42","14,569999999999993",0,"0,42","15,730000000000004","95,45","-1,1","76,43","40,43",error,error,error,"2,01","57,19","56,72",error,error,error,"1,22","49,45","76,85","3,11","27,61","88,27",error,error,error,error,"68,2","40,04",error,"58,16","91,63"
1376,TGNA,1,1406251,1561882,"4,24","7,67",4,"0,02","3,469999999999999","96,72","0,35","31,040000000000006","54,9","1,42","13,269999999999996","74,5","3,12","31,760000000000005","73,24","5,21","26,17","79,52",8,"3,04","-2,29","11,52","5,66","5,859999999999999",8,"31,22","95,66","72,19","18,8","88,53999999999999","66,57","27,77","90,65","60,86","8,61","83,05","72,15",error,"85,35","82,04","15,2","85,15","94,86","13,9","67,12","77,5","2,1","48,83","61,82",7,"7,15","84,05","81,28","6,37","92,37",0,"7,15","86,05","42,71","8,45","69,39","81,78999999999999","1,76","53,32","71,77","1,34","59,27","41,54","7,36","77,25","67,55","6,73","70,53999999999999","43,88","7,85","69,97","78,13","6,93","64,74000000000001","64,47999999999999","2,41","47,18","65,47","10,21","5,3799999999999955","66,34","8,21","86,67","98,51","2,16","61,42","81,77","2,16","66,22999999999999","82,35",error,error,error,"66,14","52,09","84,57","11,29","6,150000000000006",100,"1,84","46,52","92,99","0,12","84,78999999999999",100,"-7,2","67,93","63,73","1,97","43,33",0,"0,7","17,090000000000003","93,08","-0,7","58,43","90,16",error,error,error,"0,67","72,12","76,87",error,error,error,"1,01","53,43","82,12",error,error,error,error,error,error,error,"81,58","67,97",error,"71,2","78,44"
1377,TGT,3,4633731,4058985,"105,41","115,58",5,"0,38","48,18","66,67","0,25","27,870000000000005","80,77","1,11","36,73","64,92","1,31","75,32",100,"20,54","65,11",100,8,"4,21","-2,59","21,06","7,2","13,86",8,"8,41","85,86",100,"6,56","84,85",100,"47,51","95,47",100,"13,13","93,96",100,error,"84,23",100,"11,9","82,25","46,26","13,2","52,24","49,13","17,8","64,81","53,76",2,"16,2","55,2","71,61","16,68","43,48",0,"16,2",error,error,"16,39","39,55","60,63","7,66","10,310000000000002","79,97","1,07","27,33","73,33","18,51","29,909999999999997","40,35","12,1","33,7","73,84","12,71","59,18","44,6","9,87","46,83","67,77","1,12","27,739999999999995","69,05","2,42","30,430000000000007","93,08","37,56","22,22","71,58","0,97","32,790000000000006","85,28999999999999","0,33","15,079999999999998","78,02","60,38",25,"71,93","2,23","87,76","99,9","67,87","74,05",100,"1,41","28,040000000000006","89,89","0,22","68,13",100,"3,2","51,03",100,"1,62","32,040000000000006",0,"1,73","32,8","89,98","2,6","91,25","63,79","7,67","19,549999999999997","81,7","1,45","31,730000000000004","97,12",error,"32,730000000000004","68,68","1,75","11,180000000000007","51,94","1,37","45,3","81,69","2,35","26,129999999999995","76,14",error,"66,44","65,37",error,"59,45","86,51"
1378,TGTX,1,1717472,2310360,"2,03","1,91",5,"12,98","48,83","99,87","0,76","50,73","99,13","0,09","48,64","95,56","-0,08",error,"98,31",error,error,error,5,"7,61","24,92","-499,66","13,61","-513,27",1,"-7685,04","10,569999999999993",100,"-7784,38","10,959999999999994",100,"-93,71","20,180000000000007","89,51","-73,31","18,14","63,46",error,"19,620000000000005","97,75","-20,6","31,39","75,27","-7,7","30,939999999999998","58,98","-8,2","31,08","58,02",error,error,error,error,error,error,error,error,error,error,error,error,error,"6,51","20,040000000000006","98,39","429,71","9,39",100,error,error,error,error,error,error,"-5,07",error,"84,5","-5,07",error,"84,51","387,39","11,290000000000006","99,84",error,error,error,error,error,error,"4,24","37,23","88,21000000000001","4,24","39,31","88,21000000000001",error,error,error,"85,22","36,94",100,"20276,41","98,05",100,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,"-24,3","38,17","97,92","6,53","23,67","99,8",error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,"37,05","80,31",error,error,error
1379,THG,"2,5",89847,128778,"4,84","5,55",4,"0,22","9,659999999999997","98,27","0,22","45,54","65,22","0,25","48,22","45,95","1,36","44,08","96,88","16,4","49,42",100,8,0,0,"3,51","7,78","-4,2700000000000005",6,error,error,error,"8,19","57,43","93,44","13,4","70,62","91,69","3,08","66,47","88,93",error,error,error,"8,5","67,02000000000001","47,92","15,3","73,67","54,19","23,6","81,82","59,36",5,"11,96","47,7","93,96","13,07","36,13",0,"11,85","49,03","97,6","5,52","68,62","97,62","1,55","35,28","74,81","0,98","58,06","68,48","6,68","60,5","76,21000000000001","6,61","59,3","68,86","9,76","45,55","95,62","9,48","39,12","92,87","1,06","51,93","65,31","0,81","65,96000000000001","99,55","18,83","32,760000000000005","93,71",error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,"2,1","30,08","74,32","0,25","73,14","98,57","9,1","73,06","80,4","2,21","33,769999999999996",0,"3,29","44,47","74,22",5,"93,55",100,"1,66","39,2","84,34","0,54","64,52000000000001","85,71000000000001",error,80,100,"1,28","25,549999999999997","63,25","0,47","76,32","99,23","0,93","42,11","82,46000000000001",error,"54,18","69,71",error,"83,86","96,66"
1380,THO,4,1112711,762818,"5,38","7,47",5,"0,15","19,11",100,"0,4","37,34","85,71000000000001","0,72","37,43","66,06","1,67","61,77","67,92","11,7","53,24","99,98",6,"3,68","-1,91","17,25","11,86","5,390000000000001",8,"7,75","65,62","79,55","5,74","65,2",100,"28,73","92,8",100,"11,81","90,76","66,74",error,"95,13","47,89",12,"86,87","52,84","14,9","79,68","66,5","13,2","73,4","72,15",10,"6,86","85,08","99,64","6,46","83,51",0,"6,86","85,31","99,64","10,82","66,03999999999999","91,03","1,73","47,96","79,27","0,4","72,2","78,31","10,76","61,26","92,54","8,32","57,41","89,7","6,62","80,08","91,07","5,42","74,88","88,97","0,53","75,02","70,89","0,67","80,62","93,81","16,06","53,33","79,45","1,58","51,58","89,58","0,76","28,86",97,"43,32","78,76",100,"21,47","86,69","79,84","28,78","14,239999999999995","86,87","1,74","48,07","75,78","0,12","83,26",100,"3,5","72,83",100,"1,78","44,26",0,"2,38","58,68","75,88","-1,7","47,93","44,44",error,error,error,"0,71","71,92","94,92",error,"83,2","98,92","0,52","92,44","95,69","0,86","62,55","88,98",error,error,error,error,"83,96000000000001","68,17",error,"80,22","64,73"
1381,THRM,1,341234,232040,"3,21","3,15",8,"2,94","76,26","99,97","0,69","81,16","93,93","0,1","80,38","67,56","0,38","85,92",100,"41,78","76,72","88,22",7,"9,7","-2,56","18,96","9,74","9,22",7,"12,98","84,8","84,96","9,88","81,92","85,23","17,83","82,35","40,04","11,29","89,66","61,21",error,"90,34","40,86","0,8","62,32","71,35",6,"68,37","69,03999999999999","23,5","81,95","74,68",1,30,"27,67","93,24","29,97","16,489999999999995",0,30,"27,86","93,24","32,47","32,08","89,58","4,89","14,370000000000005","63,58",3,"22,03","96,47","28,92","31,709999999999994","97,02","20,93","31,260000000000005","48,51","22,76","29,67","50,03","17,58","29,36","48,56","2,84","22,92","71,76",error,error,error,"56,16","13,189999999999998","95,5","2,66","80,68","92,57","1,95","81,76","94,69","63,73","59,41","86,51","67,7","38,4","73,01","57,45","42,28",100,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,"3,6","98,02","99,88","5,84","16,590000000000003","92,09","2,8","21,25","95,89",error,error,error,"2,07","10,549999999999997","97,85",error,error,error,"2,79","20,560000000000002",85,error,"43,36","81,46000000000001",error,57,"65,71000000000001"
1382,THS,1,410940,426224,"2,36","4,41",4,"0,03","8,049999999999997","99,21","0,37","26,060000000000002","71,34","1,1","18,260000000000005","83,94","5,66","20,489999999999995","79,01","1,86","11,489999999999995",100,6,"1,41","-2,7","5,12","4,71","0,41000000000000014",5,"3,83","41,84",100,"1,18","31,840000000000003","73,68","2,75","33,61","76,36","0,97","32,620000000000005","72,09",error,"48,84","58,42","-3,1","30,370000000000005","78,34","0,4","37,28","57,91","-23,3","18,739999999999995","76,78999999999999",9,"46,99","17,590000000000003","85,27",18,"45,38",0,"31,79","26,349999999999994","65,5","11,03","69,85","99,01","1,26","60,46","75,74","0,56","72,46000000000001","79,55","10,56","63,98","84,22","6,94","69,64","78,78999999999999","29,37","22,680000000000007","62,9",12,"46,27","93,55","1,01","60,49","83,09",error,error,error,error,error,error,"1,21","29,540000000000006","81,85","0,43","12,340000000000003","78,18","68,25","58,1","64,12","22,43","76,65","61,97","61,5","63,73",100,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,"0,4","82,8",100,error,error,error,"0,63","80,8","92,47",error,error,error,"0,68","81,05","67,61",error,error,error,error,error,error,error,"40,91","40,58",error,"63,14","61,63"
1383,TJX,1,9601560,6244612,"82,20","90,94",6,"0,53","47,78","81,15","0,21","18,439999999999998","88,89","1,99","14,579999999999998","55,65","2,75","48,74","80,8","29,74","70,49","63,42",6,"4,49","-1,91","18,06","7,08","10,979999999999999",7,"9,55","74,35","73,09","5,85","69,65","73,58","43,9","93,26","72,45","8,8","79,91","60,35",error,"71,97","73,89","-1,6","49,04",100,"-35,8","7,8700000000000045",100,"-67,4","7,400000000000006",100,2,"31,46","27,239999999999995","98,48","20,23","34,42",0,"31,46","27,64","98,48","101,95","7,150000000000006","89,78","12,76","6,290000000000006","76,04","1,87","28,090000000000003",55,"60,97","9,61",89,"37,76","12,760000000000005","69,27","23,16","30,629999999999995","95,34","18,89","28,909999999999997","83,66","1,94","30,769999999999996","53,33",error,error,error,"35,81","24,379999999999995","67,58","1,29","37,49","82,73","0,7","38,48","42,45","58,78","71,73","68,57","4,44","81,27","82,79","56,72","49,38",100,"1,5","35,08","42,65","0,36","45,82","93,02","-21,1","40,63",100,"1,5","28,459999999999994",0,"1,25","27,129999999999995","42,35","1,4","85,78999999999999","81,45","12,98","9,150000000000006","90,2","2,59","18,519999999999996","97,93",error,error,error,"1,16","40,25","71,23",error,error,error,"4,26","13,159999999999997","86,8",error,"48,54","66,5",error,"21,129999999999995","92,16"
1384,TKR,1,484310,564769,"5,59","6,89",5,"0,17","12,349999999999994","90,71000000000001","0,45","33,16",50,"0,68","23,47","56,88","2,24","43,39","75,68","8,9","33,83","85,87",5,"3,08","-2,27","10,03","9,87","0,16000000000000014",7,"13,35","76,61","82,72","8,94","69,3","61,29","16,41","81,62","45,21","7,08","72,28999999999999","64,09",error,"71,57","43,87","6,5","68,48","75,18","14,5","70,26","51,34",13,"63,54","71,03999999999999",4,"15,81","67,61","96,17",error,error,error,"15,81","67,92","97,58","20,53","56,85","91,95","2,42","45,38","64,68","1,43","55,85","59,39","21,44","49,8","97,72","14,06","56,17","60,1","13,1","63,77","88,27","9,91","64,36","76,96000000000001","1,72","51,09","65,96","0,94","76,53","92,45","21,48","58,36","69,82","2,6","68,01","45,42","1,44","53,9","53,54","110,08","48,39","42,17","59,41","70,48","77,46","45,44","25,810000000000002","90,89","1,6","55,11","88,33","0,25","61,18","82,22","1,8","58,33","67,47","1,61","51,45",0,"1,78","55,26","88,28999999999999","0,9","89,47","75,48","9,6","11,219999999999999","97,56","0,97","67,86","48,6",error,error,error,"1,23","46,67","83,28999999999999","1,05","68,55","64,86","2,6","31,370000000000005","84,34",error,"71,23","75,96000000000001",error,"87,52","76,61"
1385,TM,2,379515,302192,"286,70","436,47",5,"0,32","35,44","78,38","0,4","37,34","66,67",1,"26,67","67,09","4,04","29,5","97,46","96,36","85,28","77,18",8,"1,9","-2,51","4,75","2,38","2,37",7,"10,94","79,8",100,"10,03","82,6",100,"13,71","73,44","98,21","5,23","64,78999999999999",100,error,"81,61",100,"-0,8","56,21","63,16","3,6","63,96","52,14","-1,5","55,7","67,33",3,"10,68","69,83","92,79","10,48","56,38",0,"10,68","69,97","92,79","39,88","27,650000000000006","92,52","1,33","60,8","61,29","1,08","45,12","98,48",error,error,error,"10,14","51,48","92,74","11,37","60,79","97,88","8,19","57,73","76,98","1,59","35,620000000000005","93,59","3,34","35,66","91,7","18,05","49,03","50,5","1,07","21,14","92,74","0,92","41,21","92,62","41,42",81,"77,73","106,6","13,310000000000002","86,88","50,15","35,290000000000006",100,"2,2","59,09","66,78","0,23","57,77",100,"2,2","71,81","64,35","2,2","52,87",0,"2,43","60,19","66,77000000000001","1,3","90,74","67,14","1,41","61,22","72,4","1,93","32,230000000000004","91,94",error,"84,8","94,38","1,47","22,989999999999995","99,03","1,73","36,6","91,77","0,82","68,14","85,25",error,"68,42","83,33",error,"59,22","52,51"
1386,TMHC,"1,5",590101,772554,"3,84","6,96",5,"0,11","16,67","92,86","0,44","45,54","76,74","0,9","28,849999999999994","91,81","4,7","26,319999999999993","92,69","928,91","92,05",100,6,"2,61","-2,38","7,22","8,64","-1,4200000000000008",7,"10,11",50,"66,52","7,4","49,06",100,"13,63","51,43","77,29","6,05","59,46",100,error,"37,27","66,35","13,9","76,24","99,38","10,6","61,7","94,83","8,5",60,"90,96000000000001",error,"8,29","62,89","76,35","5,49","78,38",0,"8,29","61,86","76,35","38,37","14,86","70,1","1,04","68,22","89,82","0,61","66,96000000000001","83,96000000000001","21,46","22,08","73,53","18,73","25,269999999999996","83,51","10,23","41,84","91,17","9,62","40,82","91,73","1,03","56,19","88,42","0,79","44,44","67,82","15,84","37,7","63,34","5,63","83,78","69,73","0,86","47,75","85,12","388,78","40,2","76,96000000000001",error,error,error,"15,84","16,5","89,97",error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,"-2,7","29,629999999999995",100,"1,27","56,6","89,26","0,48","87,01","95,67",error,"66,67","71,43",error,error,error,"0,71","37,5","81,4","0,68","64,21000000000001","85,11",error,"48,65","67,62",error,"78,75","46,96"
1387,TMO,5,1838205,1491875,"232,53","244,06",6,"0,55","29,67","77,49","0,53","40,89",50,"0,56","30,409999999999997","61,16","1,68","42,75",100,"20,62","40,94",100,9,"5,95","-2,45","17,34","4,92","12,42",9,"27,51","84,28",100,"21,93","82,53",100,"24,2","79,19",100,"12,58","81,48",100,error,"85,06",100,"15,4","65,13","88,99","25,9","69,06","79,16","41,8","77,78","76,52",3,"27,42","50,79","43,76","27,71","41,03",0,"27,42","50,79","62,97","26,8","50,5","55,51","6,02","27,11","86,51","6,02","42,92","76,68","29,62","44,04","62,66","23,01","39,86","58,12","23,3","47,66","73,19","18,77","47,52","50,58","6,21","43,42","72,13","1,4",56,"79,4","71,83","32,260000000000005","77,55","3,19","56,05","78,16","2,56","54,44","69,89","82,97","45,05","98,29","51,42",64,"71,34","39,8","27,909999999999997","62,38","0,17","1,6400000000000006","97,18","0,05","92,86",100,"13,6","70,73",100,"0,17","1,6899999999999977",0,"0,25","3,280000000000001","97,17","0,4","90,5","90,41",error,error,error,"2,4","56,12","99,77",error,"56,52","90,28","1,74","21,33","54,77","1,13","55,56","90,24",error,error,error,error,"72,53999999999999","47,47",error,"83,52","94,15"
